id,video[0].url,video[1].url,video[2].url,video[3].url,video[4].url,video[5].url,video[6].url,video[7].url,video[8].url,video[9].url,video[10].url,video[11].url,video[0].tag[0]
prod_011,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_1x1.mp4,apparel
prod_012,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_1x1.mp4,apparel
prod_013,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_1x1.mp4,outerwear
prod_014,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_1x1.mp4,outerwear
prod_015,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_1x1.mp4,bags
prod_016,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_1x1.mp4,bags
prod_017,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_1x1.mp4,accessories
prod_018,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_1x1.mp4,accessories
prod_019,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_1x1.mp4,electronics
prod_020,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_1x1.mp4,electronics
prod_021,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_1x1.mp4,electronics
prod_022,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_1x1.mp4,fitness
prod_023,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_1x1.mp4,fitness
prod_024,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_1x1.mp4,fitness
prod_025,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_1x1.mp4,home
